Sun Nov  7 13:35:14 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:35:14 2021 L'Arduino ha segnalato questo errore: |er  |
Sun Nov  7 13:47:34 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:34 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:34 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:34 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:34 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:34 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:35 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:36 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:36 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:36 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:36 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |†   |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |e   |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |†   |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |   e|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |e   |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |†   |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |e   |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |†   |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |†  †|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |†êˇˇ|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |e   |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |  êˇ|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:48 2021 L'Arduino ha segnalato questo errore: |†   |
Sun Nov  7 13:47:48 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |e   |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |†   |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |†   |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  êˇ|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: | † †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |  † |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |†   |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:47:49 2021 L'Arduino ha segnalato questo errore: |   †|
Sun Nov  7 13:47:49 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: | e  |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 Errore nell'invio del messaggio. Ritento. Cause: Remote I/O error
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: | †  |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 14:34:12 2021 L'Arduino ha segnalato questo errore: | † e|
